City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
242,Kollam,8.8833,76.6,298.31,90,93,3.79,IN,1691439417
243,Papao,-17.75,-149.55,300.97,75,83,4.7,PF,1691439325
244,Souillac,-20.5167,57.5167,295.36,68,40,4.12,MU,1691439417
245,Aasiaat,68.7098,-52.8699,277.51,67,16,3.49,GL,1691439417
246,Luís Correia,-2.8792,-41.6669,302.15,74,0,6.17,BR,1691439417
247,Inarajan Village,13.2736,144.7484,299.69,97,99,1.45,GU,1691439417
248,Santa Elena de Uairen,4.6167,-61.1333,300.53,53,35,4.21,VE,1691439417
249,Senador José Porfírio,-2.5908,-51.9542,306.1,47,93,1.76,BR,1691439418
250,Zouérat,22.7187,-12.4521,306.54,18,5,4.2,MR,1691439418
251,Sussex,41.1834,-74.6663,301.22,77,75,3.09,US,1691439418
252,Tindouf,27.6711,-8.1474,314.4,17,40,6.17,DZ,1691439418
253,Sal Rei,16.1833,-22.9167,298.18,74,24,5.32,CV,1691439418
254,Cabras,39.93,8.5314,291.71,65,9,2.99,IT,1691439418
255,Mocímboa,-11.3167,40.35,295.31,87,0,3.88,MZ,1691439418
256,Vadsø,70.0744,29.7487,291.64,82,100,1.03,NO,1691439418
257,Trenggalek,-8.05,111.7167,294.59,94,79,1.37,ID,1691439418
258,Calama,-22.4667,-68.9333,296.04,6,0,8.38,CL,1691439127
259,Klaksvík,62.2266,-6.589,283.66,79,97,5.03,FO,1691439419
260,Bilibino,68.0546,166.4372,276.44,82,73,2.2,RU,1691439419
261,Hirara,24.8,125.2833,301.3,94,100,7.72,JP,1691439419
262,Imbituba,-28.24,-48.6703,290.11,95,100,6.85,BR,1691439419
263,Meulaboh,4.1363,96.1285,296.76,94,100,1.68,ID,1691439419
264,Fale old settlement,-9.3852,-171.2468,301.12,70,6,6.11,TK,1691439419
265,Naryan-Mar,67.6713,53.087,280.18,94,17,3.71,RU,1691439419
266,Ribeira Brava,32.65,-17.0667,298.55,75,47,3.13,PT,1691439419
267,Petropavlovsk-Kamchatskiy,53.0452,158.6483,284.48,94,0,3.0,RU,1691439419
268,Belmonte,-15.8631,-38.8828,296.79,80,72,3.31,BR,1691439419
269,Lensk,60.7253,114.9278,289.18,94,31,1.49,RU,1691439420
270,Leominster,42.5251,-71.7598,294.89,87,100,0.89,US,1691439349
271,Arrondissement de Saint-Denis,48.9167,2.3333,292.12,62,0,2.57,FR,1691439420
272,Åkrehamn,59.2667,5.1833,285.37,82,75,14.4,NO,1691439420
273,Shohimardon,39.9839,71.8028,290.58,59,14,1.33,UZ,1691439420
274,Chegdomyn,51.1167,133.0167,286.42,72,100,0.79,RU,1691439420
275,Uturoa,-16.7333,-151.4333,298.85,76,90,3.54,PF,1691439420
276,Errachidia,31.9275,-4.4285,308.18,14,40,5.14,MA,1691439194
277,Samarinda,-0.5,117.15,295.3,96,4,1.15,ID,1691439420
278,Greymouth,-42.4667,171.2,278.77,88,100,2.08,NZ,1691439420
279,Farasān,16.7022,42.1183,304.2,76,100,5.79,SA,1691439420
280,Semporna,4.4818,118.6112,299.12,84,41,2.22,MY,1691439420
281,Bomdila,27.25,92.4,289.27,99,100,0.59,IN,1691439421
282,Rangia,26.4667,91.6333,301.12,97,100,0.58,IN,1691439421
283,Raduzhny,62.0961,77.475,287.33,79,54,2.75,RU,1691439421
284,Kimbe,-5.5502,150.1429,296.83,89,74,2.77,PG,1691439421
285,Leava,-14.3,-178.1667,300.3,79,15,3.79,WF,1691439421
286,Broken Hill,-31.95,141.4333,279.61,73,20,2.96,AU,1691439421
287,Darnah,32.767,22.6367,299.09,71,0,6.94,LY,1691439421
288,Chibougamau,49.9168,-74.3659,295.94,46,20,3.6,CA,1691439192
289,Popondetta,-8.7537,148.2534,293.11,76,73,1.58,PG,1691439422
